session,session_date,bar,enter_price,action,take_profit,start_index,end_index,entry_index,start_time,end_time,entry_time,length,tp_hit,tp_hit_index,tp_hit_time,exit_price,exit_time,exit_reason,profit,loss,max_drawdown_ticks,max_drawdown_price,max_drawdown_index,max_drawdown_time
eth_full,2025-03-11,green,2893.9,short,2892.5,1,3,4,2025-03-10 18:01:00-04:00,2025-03-10 18:03:00-04:00,2025-03-10 18:04:00-04:00,3,1,6.0,2025-03-10 18:06:00-04:00,2892.5,2025-03-10 18:06:00-04:00,take_profit,140.0000000000091,0.0,40.000000000009095,2894.3,4,2025-03-10 18:04:00-04:00
eth_full,2025-03-12,red,2921.7,long,2923.0,1,9,10,2025-03-11 18:01:00-04:00,2025-03-11 18:09:00-04:00,2025-03-11 18:10:00-04:00,9,1,13.0,2025-03-11 18:13:00-04:00,2923.0,2025-03-11 18:13:00-04:00,take_profit,130.0000000000182,0.0,39.99999999996362,2921.3,10,2025-03-11 18:10:00-04:00
eth_full,2025-03-18,green,3010.2,short,3009.4,0,1,2,2025-03-17 18:00:00-04:00,2025-03-17 18:01:00-04:00,2025-03-17 18:02:00-04:00,2,1,5.0,2025-03-17 18:05:00-04:00,3009.4,2025-03-17 18:05:00-04:00,take_profit,79.99999999997272,0.0,10.00000000003638,3010.3,2,2025-03-17 18:02:00-04:00
eth_full,2025-03-19,red,3040.8,long,3041.4,0,1,2,2025-03-18 18:00:00-04:00,2025-03-18 18:01:00-04:00,2025-03-18 18:02:00-04:00,2,1,57.0,2025-03-18 19:00:00-04:00,3041.4,2025-03-18 19:00:00-04:00,take_profit,59.999999999990905,0.0,150.0,3039.3,17,2025-03-18 18:17:00-04:00
eth_full,2025-03-20,red,3058.5,long,3058.6,1,2,3,2025-03-19 18:01:00-04:00,2025-03-19 18:02:00-04:00,2025-03-19 18:03:00-04:00,2,1,4.0,2025-03-19 18:04:00-04:00,3058.6,2025-03-19 18:04:00-04:00,take_profit,9.999999999990905,0.0,50.0,3058.0,3,2025-03-19 18:03:00-04:00
eth_full,2025-03-21,red,3052.5,long,3052.8,1,2,3,2025-03-20 18:01:00-04:00,2025-03-20 18:02:00-04:00,2025-03-20 18:03:00-04:00,2,1,4.0,2025-03-20 18:04:00-04:00,3052.8,2025-03-20 18:04:00-04:00,take_profit,30.00000000001819,0.0,19.99999999998181,3052.3,3,2025-03-20 18:03:00-04:00
eth_full,2025-03-24,green,3027.9,short,3027.6,1,2,3,2025-03-23 18:01:00-04:00,2025-03-23 18:02:00-04:00,2025-03-23 18:03:00-04:00,2,1,4.0,2025-03-23 18:04:00-04:00,3027.6,2025-03-23 18:04:00-04:00,take_profit,30.00000000001819,0.0,129.99999999997272,3029.2,3,2025-03-23 18:03:00-04:00
eth_full,2025-03-25,red,3016.5,long,3017.8,2,6,7,2025-03-24 18:02:00-04:00,2025-03-24 18:06:00-04:00,2025-03-24 18:07:00-04:00,5,1,171.0,2025-03-24 20:51:00-04:00,3017.8,2025-03-24 20:51:00-04:00,take_profit,130.0000000000182,0.0,280.0000000000182,3013.7,121,2025-03-24 20:01:00-04:00
eth_full,2025-03-26,green,3026.4,short,3025.8,0,4,5,2025-03-25 18:00:00-04:00,2025-03-25 18:04:00-04:00,2025-03-25 18:05:00-04:00,5,1,18.0,2025-03-25 18:19:00-04:00,3025.8,2025-03-25 18:19:00-04:00,take_profit,59.999999999990905,0.0,109.9999999999909,3027.5,9,2025-03-25 18:09:00-04:00
eth_full,2025-03-27,red,3025.9,long,3026.6,1,3,4,2025-03-26 18:01:00-04:00,2025-03-26 18:03:00-04:00,2025-03-26 18:04:00-04:00,3,1,119.0,2025-03-26 20:03:00-04:00,3026.6,2025-03-26 20:03:00-04:00,take_profit,69.99999999998181,0.0,359.9999999999909,3022.3,63,2025-03-26 19:07:00-04:00
eth_full,2025-03-28,red,3069.2,long,3069.7,0,5,6,2025-03-27 18:00:00-04:00,2025-03-27 18:06:00-04:00,2025-03-27 18:07:00-04:00,6,1,26.0,2025-03-27 18:40:00-04:00,3069.7,2025-03-27 18:40:00-04:00,take_profit,50.0,0.0,239.99999999996362,3066.8,13,2025-03-27 18:18:00-04:00
eth_full,2025-03-31,green,3122.7,short,3118.8,0,3,4,2025-03-30 18:00:00-04:00,2025-03-30 18:03:00-04:00,2025-03-30 18:04:00-04:00,4,1,147.0,2025-03-30 20:27:00-04:00,3118.8,2025-03-30 20:27:00-04:00,take_profit,389.9999999999636,0.0,560.0000000000364,3128.3,8,2025-03-30 18:08:00-04:00
eth_full,2025-04-01,green,3157.6,short,3157.3,0,1,2,2025-03-31 18:00:00-04:00,2025-03-31 18:01:00-04:00,2025-03-31 18:02:00-04:00,2,1,3.0,2025-03-31 18:03:00-04:00,3157.3,2025-03-31 18:03:00-04:00,take_profit,29.999999999972715,0.0,50.0,3158.1,2,2025-03-31 18:02:00-04:00
eth_full,2025-04-03,red,3171.5,long,3196.6,0,2,3,2025-04-02 18:00:00-04:00,2025-04-02 18:02:00-04:00,2025-04-02 18:03:00-04:00,3,0,,,3137.7,2025-04-03 16:50:00-04:00,session_end,0.0,3380.000000000018,9800.0,3073.5,912,2025-04-03 09:12:00-04:00
eth_full,2025-04-04,green,3136.9,short,3136.6,3,5,6,2025-04-03 18:03:00-04:00,2025-04-03 18:05:00-04:00,2025-04-03 18:06:00-04:00,3,1,8.0,2025-04-03 18:08:00-04:00,3136.6,2025-04-03 18:08:00-04:00,take_profit,30.00000000001819,0.0,59.999999999990905,3137.5,6,2025-04-03 18:06:00-04:00
eth_full,2025-04-07,red,3041.2,long,3055.1,0,1,2,2025-04-06 18:00:00-04:00,2025-04-06 18:01:00-04:00,2025-04-06 18:02:00-04:00,2,1,219.0,2025-04-06 21:39:00-04:00,3055.1,2025-04-06 21:39:00-04:00,take_profit,1390.000000000009,0.0,5619.999999999982,2985.0,130,2025-04-06 20:10:00-04:00
eth_full,2025-04-08,green,3000.3,short,2997.5,0,2,3,2025-04-07 18:00:00-04:00,2025-04-07 18:02:00-04:00,2025-04-07 18:03:00-04:00,3,1,5.0,2025-04-07 18:05:00-04:00,2997.5,2025-04-07 18:05:00-04:00,take_profit,280.0000000000182,0.0,259.9999999999909,3002.9,3,2025-04-07 18:03:00-04:00
eth_full,2025-04-09,red,2997.3,long,2999.4,1,5,6,2025-04-08 18:01:00-04:00,2025-04-08 18:05:00-04:00,2025-04-08 18:06:00-04:00,5,1,64.0,2025-04-08 19:04:00-04:00,2999.4,2025-04-08 19:04:00-04:00,take_profit,209.9999999999909,0.0,400.0,2993.3,49,2025-04-08 18:49:00-04:00
eth_full,2025-04-10,red,3088.1,long,3097.5,2,7,8,2025-04-09 18:02:00-04:00,2025-04-09 18:07:00-04:00,2025-04-09 18:08:00-04:00,6,1,34.0,2025-04-09 18:34:00-04:00,3097.5,2025-04-09 18:34:00-04:00,take_profit,940.0000000000091,0.0,200.0,3086.1,10,2025-04-09 18:10:00-04:00
eth_full,2025-04-11,green,3197.2,short,3194.8,2,4,5,2025-04-10 18:02:00-04:00,2025-04-10 18:04:00-04:00,2025-04-10 18:05:00-04:00,3,0,,,3253.5,2025-04-11 16:50:00-04:00,session_end,0.0,5630.000000000018,6580.000000000018,3263.0,1088,2025-04-11 12:08:00-04:00
eth_full,2025-04-14,red,3233.5,long,3246.0,0,1,2,2025-04-13 18:00:00-04:00,2025-04-13 18:01:00-04:00,2025-04-13 18:02:00-04:00,2,1,207.0,2025-04-13 21:27:00-04:00,3246.0,2025-04-13 21:27:00-04:00,take_profit,1250.0,0.0,630.0000000000182,3227.2,2,2025-04-13 18:02:00-04:00
eth_full,2025-04-15,green,3227.8,short,3226.1,0,1,2,2025-04-14 18:00:00-04:00,2025-04-14 18:01:00-04:00,2025-04-14 18:02:00-04:00,2,1,7.0,2025-04-14 18:07:00-04:00,3226.1,2025-04-14 18:07:00-04:00,take_profit,170.00000000002728,0.0,129.99999999997272,3229.1,3,2025-04-14 18:03:00-04:00
